date,latitude,longitude
2011-08-02 09:20:00,39.9756,116.3290
2011-08-02 09:21:00,39.9754,116.3281
2011-08-02 09:22:00,39.9753,116.3253
2011-08-02 09:23:00,39.9753,116.3225
2011-08-02 09:24:00,39.9751,116.3196
2011-08-02 09:25:00,39.9750,116.3175
2011-08-02 09:26:00,39.9746,116.3147
2011-08-02 09:27:00,39.9749,116.3121
2011-08-02 09:28:00,39.9749,116.3114
2011-08-02 09:29:00,39.9750,116.3111
2011-08-02 09:30:00,39.9769,116.3105
2011-08-02 09:31:00,39.9772,116.3083
2011-08-02 09:32:00,39.9772,116.3068
2011-08-02 09:33:00,39.9772,116.3050
2011-08-02 09:34:00,39.9781,116.3053
2011-08-02 09:35:00,39.9777,116.3052
2011-08-03 09:16:00,39.9789,116.3312
2011-08-03 09:18:00,39.9787,116.3314
2011-08-03 09:19:00,39.9781,116.3316
2011-08-03 09:20:00,39.9772,116.3302
2011-08-03 09:21:00,39.9756,116.3293
2011-08-03 09:23:00,39.9751,116.3272
2011-08-03 09:24:00,39.9752,116.3272
2011-08-03 09:25:00,39.9753,116.3249
2011-08-03 09:26:00,39.9752,116.3221
2011-08-03 09:27:00,39.9751,116.3195
2011-08-03 09:28:00,39.9750,116.3170
2011-08-03 09:29:00,39.9751,116.3147
2011-08-03 09:30:00,39.9750,116.3122
2011-08-03 09:32:00,39.9750,116.3116
2011-08-03 09:33:00,39.9748,116.3096
2011-08-03 09:34:00,39.9748,116.3087
2011-08-03 09:35:00,39.9747,116.3070
2011-08-03 09:36:00,39.9755,116.3052
2011-08-03 09:37:00,39.9773,116.3049
2011-08-03 09:39:00,39.9787,116.3048
2011-08-03 09:40:00,39.9790,116.3046
2011-08-05 09:24:00,39.9772,116.3289
2011-08-05 09:25:00,39.9762,116.3290
2011-08-05 09:26:00,39.9753,116.3276
2011-08-05 09:27:00,39.9753,116.3269
2011-08-05 09:28:00,39.9752,116.3240
2011-08-05 09:29:00,39.9751,116.3212
2011-08-05 09:31:00,39.9751,116.3192
2011-08-05 09:32:00,39.9750,116.3177
2011-08-05 09:33:00,39.9750,116.3149
2011-08-05 09:34:00,39.9751,116.3131
2011-08-05 09:35:00,39.9749,116.3113
2011-08-05 09:36:00,39.9748,116.3098
2011-08-05 09:37:00,39.9747,116.3077
2011-08-05 09:38:00,39.9747,116.3053
2011-08-05 09:39:00,39.9757,116.3051
2011-08-05 09:40:00,39.9769,116.3050
2011-08-05 09:41:00,39.9786,116.3046
