date,latitude,longitude
2007-05-09 14:48:00,39.9847,116.3195
2007-05-09 14:52:00,39.9841,116.2954
2007-05-09 14:53:00,39.9924,116.2899
2007-05-09 14:54:00,39.9979,116.2868
2007-05-09 14:55:00,40.0008,116.2831
2007-05-09 14:56:00,40.0006,116.2761
2007-05-09 14:57:00,40.0037,116.2763
2007-05-09 14:58:00,40.0048,116.2764
2007-05-09 14:59:00,40.0056,116.2762
2007-05-09 15:00:00,40.0057,116.2768
2007-05-13 02:27:00,40.0067,116.2771
2007-05-13 02:28:00,40.0055,116.2769
2007-05-13 02:29:00,40.0054,116.2763
2007-05-13 02:30:00,40.0046,116.2764
2007-05-13 02:31:00,40.0039,116.2769
2007-05-13 02:32:00,40.0050,116.2780
2007-05-13 02:33:00,40.0057,116.2794
2007-05-13 02:34:00,40.0058,116.2820
2007-05-13 02:35:00,40.0062,116.2820
2007-05-13 02:36:00,40.0079,116.2817
2007-05-13 02:37:00,40.0106,116.2813
2007-05-13 02:43:00,40.0218,116.3307
2007-05-13 02:46:00,40.0212,116.3790
2007-05-13 02:47:00,40.0209,116.3796
2007-05-13 02:48:00,40.0160,116.3736
2007-05-13 02:49:00,40.0113,116.3796
2007-05-13 02:50:00,40.0085,116.3804
2007-05-13 02:53:00,40.0080,116.4014
2007-05-13 02:55:00,40.0079,116.4099
2007-05-13 02:57:00,40.0213,116.4116
2007-05-13 02:59:00,40.0269,116.4120
2007-05-13 03:00:00,40.0311,116.4120
2007-05-13 03:01:00,40.0342,116.4112
2007-05-13 03:02:00,40.0374,116.4096
2007-05-13 03:03:00,40.0443,116.4060
2007-05-13 03:04:00,40.0467,116.4060
2007-05-13 03:05:00,40.0513,116.4067
2007-05-13 03:06:00,40.0535,116.4077
2007-05-13 03:07:00,40.0541,116.4078
2007-05-13 03:08:00,40.0545,116.4078
2007-05-13 03:09:00,40.0548,116.4078
2007-05-13 03:12:00,40.0549,116.4078
2007-05-13 03:14:00,40.0551,116.4079
2007-05-13 03:15:00,40.0552,116.4079
2007-05-13 03:19:00,40.0554,116.4078
2007-05-13 03:20:00,40.0556,116.4078
2007-05-13 03:23:00,40.0559,116.4077
2007-05-13 03:25:00,40.0562,116.4077
2007-05-13 03:26:00,40.0549,116.4087
2007-05-13 03:27:00,40.0562,116.4080
2007-05-13 03:28:00,40.0564,116.4078
2007-05-13 03:29:00,40.0565,116.4078
2007-05-13 03:30:00,40.0567,116.4077
2007-05-13 03:31:00,40.0567,116.4031
2007-05-13 03:32:00,40.0542,116.4032
2007-05-13 03:33:00,40.0535,116.4004
2007-05-13 03:47:00,40.0534,116.4005
2007-05-13 03:48:00,40.0534,116.4033
2007-05-13 03:51:00,40.0566,116.4069
2007-05-13 03:53:00,40.0566,116.4073
2007-05-13 03:54:00,40.0496,116.4056
2007-05-13 03:55:00,40.0441,116.4058
2007-05-13 03:56:00,40.0363,116.4049
2007-05-13 03:57:00,40.0321,116.4044
2007-05-13 03:58:00,40.0315,116.4046
2007-05-13 03:59:00,40.0314,116.4060
2007-05-13 04:00:00,40.0314,116.4103
2007-05-13 04:01:00,40.0289,116.4117
2007-05-13 04:02:00,40.0254,116.4116
2007-05-13 04:03:00,40.0221,116.4111
2007-05-13 04:04:00,40.0216,116.4070
2007-05-13 04:05:00,40.0212,116.4032
2007-05-13 04:07:00,40.0214,116.3938
2007-05-13 04:16:00,40.0121,116.2784
2007-05-13 04:17:00,40.0127,116.2774
2007-05-13 04:19:00,40.0079,116.2816
2007-05-13 04:20:00,40.0059,116.2819
2007-05-13 04:21:00,40.0057,116.2795
2007-05-13 04:22:00,40.0045,116.2783
2007-05-13 04:23:00,40.0040,116.2766
2007-05-13 04:24:00,40.0056,116.2766
2007-05-13 23:26:00,40.0073,116.2819
2007-05-13 23:27:00,40.0082,116.2817
2007-05-13 23:28:00,40.0100,116.2814
2007-05-13 23:29:00,40.0113,116.2811
2007-05-13 23:30:00,40.0114,116.2791
2007-05-13 23:32:00,40.0139,116.2952
2007-05-13 23:33:00,40.0149,116.2989
2007-05-13 23:46:00,40.0204,116.4291
2007-05-13 23:48:00,40.0158,116.4457
2007-05-13 23:49:00,40.0135,116.4505
2007-05-13 23:50:00,40.0235,116.4537
2007-05-14 00:02:00,40.0934,116.4821
2007-05-14 00:03:00,40.0934,116.4832
2007-05-15 00:46:00,40.0038,116.2770
2007-05-15 00:47:00,40.0032,116.2771
2007-05-15 00:48:00,40.0027,116.2771
2007-05-15 00:49:00,40.0022,116.2771
2007-05-15 00:50:00,40.0014,116.2769
2007-05-15 00:51:00,40.0010,116.2767
2007-05-15 00:54:00,39.9986,116.2769
2007-05-15 00:55:00,39.9974,116.2769
2007-05-15 00:56:00,39.9965,116.2767
2007-05-15 13:41:00,39.9755,116.3309
2007-05-15 13:42:00,39.9753,116.3309
2007-05-15 13:44:00,39.9751,116.3243
2007-05-15 13:47:00,39.9747,116.3118
2007-05-15 13:49:00,39.9744,116.3008
2007-05-15 13:50:00,39.9744,116.3006
2007-05-15 13:51:00,39.9741,116.2976
2007-05-15 13:52:00,39.9779,116.2948
2007-05-15 13:53:00,39.9893,116.2931
2007-05-15 13:54:00,39.9925,116.2897
2007-05-15 13:55:00,40.0006,116.2864
2007-05-15 13:56:00,40.0007,116.2824
2007-05-15 13:57:00,40.0007,116.2825
2007-05-15 13:58:00,40.0006,116.2759
2007-05-15 13:59:00,40.0034,116.2755
2007-05-15 14:00:00,40.0057,116.2768
2007-05-15 14:01:00,40.0057,116.2770
2007-05-16 01:31:00,39.9774,116.3302
2007-05-16 01:32:00,39.9772,116.3317
2007-05-16 01:33:00,39.9774,116.3320
2007-05-19 08:58:00,39.9756,116.3288
2007-05-19 09:00:00,39.9754,116.3280
2007-05-19 09:01:00,39.9753,116.3262
2007-05-19 09:02:00,39.9752,116.3254
2007-05-19 09:03:00,39.9751,116.3202
2007-05-19 09:04:00,39.9750,116.3177
2007-05-19 09:05:00,39.9748,116.3123
2007-05-19 09:06:00,39.9726,116.3122
2007-05-19 09:07:00,39.9699,116.3133
2007-05-19 09:08:00,39.9691,116.3136
2007-05-19 09:09:00,39.9679,116.3140
2007-05-19 09:10:00,39.9664,116.3146
2007-05-19 09:14:00,39.9662,116.3147
2007-05-19 09:15:00,39.9640,116.3156
2007-05-19 09:16:00,39.9596,116.3165
2007-05-19 09:17:00,39.9565,116.3172
2007-05-19 09:18:00,39.9535,116.3175
2007-05-19 09:19:00,39.9532,116.3173
2007-05-19 09:21:00,39.9506,116.3177
2007-05-19 09:22:00,39.9482,116.3180
2007-05-19 09:23:00,39.9466,116.3183
2007-05-19 09:24:00,39.9431,116.3187
2007-05-19 09:26:00,39.9389,116.3192
2007-05-19 09:27:00,39.9380,116.3170
2007-05-19 09:28:00,39.9384,116.3120
2007-05-19 09:30:00,39.9405,116.3058
2007-05-19 09:31:00,39.9413,116.3035
2007-05-19 09:32:00,39.9439,116.2963
2007-05-19 09:34:00,39.9464,116.2890
2007-05-19 09:35:00,39.9465,116.2850
2007-05-19 09:37:00,39.9455,116.2806
2007-05-19 09:40:00,39.9455,116.2707
2007-05-19 09:43:00,39.9456,116.2691
2007-05-19 09:44:00,39.9453,116.2679
