date,latitude,longitude
2007-07-20 06:49:00,39.9762,116.3303
2007-07-20 10:23:00,39.9768,116.3280
2007-07-20 10:24:00,39.9772,116.3276
2007-07-20 10:25:00,39.9776,116.3274
2007-07-20 10:26:00,39.9779,116.3278
2007-07-20 10:27:00,39.9785,116.3274
2007-07-20 10:28:00,39.9789,116.3275
2007-07-20 10:30:00,39.9798,116.3275
2007-07-20 10:31:00,39.9810,116.3275
2007-07-20 10:32:00,39.9815,116.3274
2007-07-20 10:33:00,39.9821,116.3273
2007-07-20 10:34:00,39.9829,116.3274
2007-07-20 10:35:00,39.9841,116.3274
2007-07-20 10:37:00,39.9855,116.3273
2007-07-20 10:38:00,39.9862,116.3273
2007-07-20 10:39:00,39.9868,116.3273
2007-07-20 10:41:00,39.9878,116.3272
2007-07-20 10:43:00,39.9899,116.3270
2007-07-20 10:44:00,39.9907,116.3270
2007-07-20 10:47:00,39.9911,116.3270
2007-07-20 10:48:00,39.9916,116.3266
2007-07-20 10:50:00,39.9948,116.3265
2007-07-20 10:52:00,39.9941,116.3264
2007-07-20 10:54:00,39.9918,116.3267
2007-07-20 10:58:00,40.0011,116.3140
2007-07-20 11:08:00,39.9934,116.3258
2007-07-20 11:11:00,39.9925,116.3259
2007-07-20 13:39:00,39.9952,116.3266
2007-07-20 13:41:00,39.9958,116.3266
2007-07-20 13:42:00,39.9968,116.3263
2007-07-20 13:44:00,39.9976,116.3262
2007-07-20 13:45:00,39.9984,116.3261
2007-07-20 13:46:00,39.9988,116.3262
2007-07-20 13:47:00,39.9993,116.3258
2007-07-20 13:57:00,39.9997,116.3256
2007-07-20 13:58:00,39.9998,116.3250
2007-07-20 13:59:00,40.0002,116.3247
2007-07-20 14:00:00,40.0003,116.3242
2007-07-20 14:01:00,40.0004,116.3235
2007-07-20 14:03:00,39.9999,116.3219
2007-07-20 14:05:00,39.9998,116.3204
2007-07-20 14:07:00,39.9996,116.3192
2007-07-20 14:08:00,39.9997,116.3186
2007-07-20 14:09:00,40.0005,116.3183
2007-07-20 14:11:00,40.0012,116.3181
2007-07-20 14:13:00,40.0026,116.3179
2007-07-20 14:14:00,40.0034,116.3182
2007-07-20 14:16:00,40.0040,116.3182
2007-07-20 14:17:00,40.0044,116.3183
2007-07-20 14:32:00,40.0056,116.3186
2007-07-20 14:35:00,40.0046,116.3279
2007-07-20 14:36:00,39.9968,116.3293
2007-07-20 14:37:00,39.9962,116.3271
2007-07-20 14:39:00,39.9900,116.3268
2007-07-20 14:42:00,39.9820,116.3272
2007-07-20 14:43:00,39.9772,116.3274
2007-07-20 14:44:00,39.9753,116.3288
2007-07-20 14:46:00,39.9769,116.3290
2007-07-20 14:48:00,39.9777,116.3320
2007-07-20 14:49:00,39.9772,116.3324
2007-07-21 03:23:00,39.9965,116.3655
2007-07-21 03:27:00,39.9956,116.3640
2007-07-21 03:29:00,39.9951,116.3633
2007-07-21 03:31:00,39.9948,116.3628
2007-07-21 03:44:00,39.9941,116.3622
2007-07-21 03:46:00,39.9937,116.3619
2007-07-21 03:48:00,39.9935,116.3617
2007-07-21 03:49:00,39.9941,116.3619
2007-07-21 03:50:00,39.9949,116.3609
2007-07-21 03:52:00,39.9949,116.3596
