date,latitude,longitude
2009-10-04 01:51:00,39.1754,117.1502
2009-10-04 01:52:00,39.1752,117.1509
2009-10-04 01:53:00,39.1737,117.1543
2009-10-04 01:54:00,39.1724,117.1569
2009-10-04 01:55:00,39.1715,117.1583
2009-10-04 01:56:00,39.1693,117.1612
2009-10-04 01:57:00,39.1662,117.1650
2009-10-04 01:58:00,39.1649,117.1670
2009-10-04 01:59:00,39.1600,117.1705
2009-10-04 02:00:00,39.1557,117.1682
2009-10-04 02:01:00,39.1541,117.1714
2009-10-04 02:02:00,39.1514,117.1734
2009-10-04 02:03:00,39.1512,117.1742
2009-10-04 02:04:00,39.1529,117.1798
2009-10-04 02:05:00,39.1528,117.1800
2009-10-04 02:06:00,39.1531,117.1801
2009-10-04 02:22:00,39.1533,117.1805
2009-10-04 02:23:00,39.1534,117.1805
2009-10-04 02:24:00,39.1534,117.1803
2009-10-04 02:25:00,39.1532,117.1803
2009-10-04 02:26:00,39.1532,117.1802
2009-10-04 02:27:00,39.1532,117.1802
2009-10-04 02:28:00,39.1531,117.1800
2009-10-04 02:29:00,39.1531,117.1799
2009-10-04 02:30:00,39.1531,117.1798
2009-10-04 02:31:00,39.1529,117.1798
2009-10-04 02:32:00,39.1532,117.1799
2009-10-04 02:33:00,39.1533,117.1800
2009-10-04 02:34:00,39.1533,117.1800
2009-10-04 02:35:00,39.1535,117.1800
2009-10-04 02:36:00,39.1534,117.1800
2009-10-04 02:37:00,39.1534,117.1801
2009-10-04 02:38:00,39.1534,117.1802
2009-10-04 02:39:00,39.1533,117.1803
2009-10-04 02:40:00,39.1533,117.1805
2009-10-04 02:41:00,39.1534,117.1806
2009-10-04 02:44:00,39.1536,117.1809
2009-10-04 02:45:00,39.1536,117.1810
2009-10-04 02:46:00,39.1537,117.1810
2009-10-04 02:47:00,39.1537,117.1810
2009-10-04 02:52:00,39.1535,117.1807
2009-10-04 02:53:00,39.1535,117.1807
2009-10-04 02:54:00,39.1534,117.1807
2009-10-04 02:55:00,39.1533,117.1813
2009-10-04 02:56:00,39.1533,117.1812
2009-10-04 02:57:00,39.1533,117.1813
2009-10-04 03:02:00,39.1531,117.1814
2009-10-04 03:03:00,39.1530,117.1817
2009-10-04 03:04:00,39.1529,117.1816
2009-10-04 03:05:00,39.1527,117.1818
2009-10-04 03:06:00,39.1526,117.1818
2009-10-04 03:15:00,39.1524,117.1821
2009-10-04 03:16:00,39.1523,117.1821
2009-10-04 03:17:00,39.1520,117.1824
2009-10-04 03:18:00,39.1520,117.1824
2009-10-04 03:19:00,39.1519,117.1824
2009-10-04 03:20:00,39.1519,117.1825
2009-10-04 03:21:00,39.1516,117.1828
2009-10-04 03:22:00,39.1513,117.1830
2009-10-04 03:23:00,39.1512,117.1832
2009-10-04 03:24:00,39.1508,117.1834
2009-10-04 03:25:00,39.1507,117.1836
2009-10-04 03:26:00,39.1511,117.1837
2009-10-04 03:27:00,39.1513,117.1835
2009-10-04 03:28:00,39.1536,117.1815
2009-10-04 03:29:00,39.1565,117.1840
2009-10-04 03:30:00,39.1578,117.1854
2009-10-04 03:31:00,39.1612,117.1828
2009-10-04 03:32:00,39.1644,117.1807
2009-10-04 03:33:00,39.1682,117.1784
2009-10-04 03:34:00,39.1729,117.1754
2009-10-04 03:35:00,39.1754,117.1738
2009-10-04 03:36:00,39.1758,117.1736
2009-10-04 03:37:00,39.1758,117.1735
2009-10-04 03:38:00,39.1765,117.1706
2009-10-04 03:39:00,39.1756,117.1667
2009-10-04 03:40:00,39.1764,117.1600
2009-10-04 03:41:00,39.1783,117.1561
2009-10-04 03:42:00,39.1783,117.1561
2009-10-04 03:43:00,39.1800,117.1527
2009-10-04 03:44:00,39.1811,117.1504
2009-10-04 03:45:00,39.1838,117.1447
2009-10-04 03:46:00,39.1866,117.1386
2009-10-04 03:47:00,39.1843,117.1366
2009-10-04 03:48:00,39.1843,117.1327
2009-10-04 03:49:00,39.1884,117.1243
2009-10-04 03:50:00,39.1906,117.1219
2009-10-04 03:51:00,39.1929,117.1202
2009-10-04 03:52:00,39.1933,117.1198
2009-10-04 03:53:00,39.1935,117.1196
2009-10-04 03:54:00,39.1913,117.1130
2009-10-04 03:55:00,39.1906,117.1094
2009-10-04 03:56:00,39.1907,117.1092
2009-10-04 03:57:00,39.1907,117.1092
2009-10-04 03:58:00,39.1912,117.1090
2009-10-05 02:28:00,39.1808,117.1436
2009-10-05 02:29:00,39.1796,117.1433
2009-10-05 02:30:00,39.1801,117.1417
2009-10-05 02:31:00,39.1800,117.1417
2009-10-05 02:32:00,39.1817,117.1384
2009-10-05 02:33:00,39.1846,117.1323
2009-10-05 02:34:00,39.1881,117.1250
2009-10-05 02:35:00,39.1893,117.1231
2009-10-05 02:36:00,39.1925,117.1205
2009-10-05 02:37:00,39.1932,117.1200
2009-10-05 02:38:00,39.1961,117.1176
2009-10-05 02:39:00,39.1986,117.1165
2009-10-05 02:40:00,39.1994,117.1162
2009-10-05 02:41:00,39.1989,117.1163
2009-10-05 02:42:00,39.1990,117.1165
2009-10-05 03:19:00,39.1990,117.1164
2009-10-05 03:20:00,39.1990,117.1165
2009-10-05 03:21:00,39.1986,117.1165
2009-10-05 03:22:00,39.1985,117.1166
2009-10-05 03:23:00,39.1984,117.1163
2009-10-05 03:24:00,39.2004,117.1145
2009-10-05 03:25:00,39.2015,117.1143
2009-10-05 03:26:00,39.2016,117.1145
2009-10-05 03:29:00,39.2018,117.1148
2009-10-05 03:30:00,39.2018,117.1146
2009-10-05 03:31:00,39.2017,117.1146
2009-10-05 03:32:00,39.2019,117.1146
2009-10-05 03:33:00,39.2017,117.1146
2009-10-05 03:34:00,39.2017,117.1146
2009-10-05 03:35:00,39.2016,117.1145
2009-10-05 03:36:00,39.2015,117.1147
2009-10-05 03:42:00,39.2015,117.1147
2009-10-05 03:43:00,39.2016,117.1149
2009-10-05 03:44:00,39.2018,117.1144
2009-10-05 03:45:00,39.2015,117.1143
2009-10-05 03:46:00,39.2015,117.1143
2009-10-05 03:47:00,39.2009,117.1139
2009-10-05 03:48:00,39.2011,117.1137
2009-10-05 03:49:00,39.1952,117.1184
2009-10-05 03:50:00,39.1913,117.1211
2009-10-05 03:51:00,39.1888,117.1234
2009-10-05 03:52:00,39.1847,117.1316
2009-10-05 03:53:00,39.1832,117.1348
2009-10-05 03:54:00,39.1830,117.1353
2009-10-05 03:55:00,39.1822,117.1372
2009-10-05 03:56:00,39.1804,117.1409
2009-10-05 03:57:00,39.1792,117.1437
2009-10-05 03:58:00,39.1806,117.1443
2009-10-05 03:59:00,39.1810,117.1442
2009-10-08 07:44:00,39.1791,117.1450
